company_id,name,booth,website,description,role,city,region,country,segment_name,segment_id,location_id
c_099876c3fc24,CoFi Lending,S4000,https://www.buildersshow.com/exhibitor/cofi,"CoFi Lending specializes in single-family, multifamily, modular, and rehab construction financing, offering innovative solutions that simplify loan origination and servicing. Renowned for exceptional client service, CoFi empowers developers and builders with streamlined processes, customized financial products, and industry expertise. With a commitment to innovation, CoFi transforms complex construction finance challenges into seamless, efficient experiences for its clients. 
Our proprietary construction draw software is a fully supported platform that streamlines draw processing, project budget management, compliance checks, and more, for all of your active CoFi construction loans. 
Should you have any questions, please do not hesitate to contact us Monday - Friday, 9:00 a.m. to 5:00 p.m. MST, at (435) 557-0412. We can also be reached via email at loans@cofilending.com.",Service,Pleasant Grove,Utah,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_pleasant-grove-utah-usa
c_9a521f1f0e2c,Colombian Construction Chamber,S5129,https://www.buildersshow.com/exhibitor/colombianconstructionchamber,Please stop by and visit our booth,Product,"Medellin, Antioquia",,Colombia,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_medellin-antioquia-colombia
c_b2ae63c714f6,"COMAI Intelligent Technology Co., Ltd.",W8558,https://www.buildersshow.com/exhibitor/comaiintelligenttechnologycolt,Please stop by and visit our booth,Product,"Taizhou, Zhejiang",,China,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_taizhou-zhejiang-china
c_cde8bb28efe8,Combilift,S8195,https://www.buildersshow.com/exhibitor/combiliftusa,Please stop by and visit our booth,Product,,,Ireland,Building Materials,s_building-materials,l_nan-ireland
c_4f36f9faa945,Comercializadora Mundial de Monterrey SA de CV,W8370,https://www.buildersshow.com/exhibitor/comercializadoramundialdemonte,Please stop by and visit our booth,Product,"Garcia, Nuevo León",,Mexico,Building Materials,s_building-materials,l_garcia-nuevo-le-n-mexico
c_0933a3717434,Compack 180 – Folding Door System,S10029,https://www.buildersshow.com/exhibitor/compack180–foldingdoorsystem,Please stop by and visit our booth,Product,Lake Worth Beach,Florida,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_lake-worth-beach-florida-usa
c_eee4a08dee9a,CompanyCam,S4037,https://www.buildersshow.com/exhibitor/companycam,"CompanyCam is a photo-based solution that makes it insanely easy for you and your crews to keep track of your projects. Photos taken in CompanyCam are automatically time-stamped, sent to the cloud, saved by project location, and available to your whole team. Use arrows, comments, drawings, and tags to add context to your photos so everyone is on the same page. Create project timelines, photo galleries, reports, and professional Before & Afters right in the app. Know exactly what’s happening at each job with every photo, video, and convo in one place.",Service,Lincoln,Nebraska,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_lincoln-nebraska-usa
c_06c1c9ca3645,Comparion Insurance Agency,S3063,https://www.buildersshow.com/exhibitor/comparioninsuranceagency,"Comparion Insurance Agency, A Liberty Mutual Company, is one of the largest Personal Lines agencies in the U.S. With more than 1,500 local agents across 200 offices, we provide consumers with expert advice and tailored auto, home, condo, renters, powersports, and life insurance options from more than 50 top carriers.",Service,Boston,Massachusetts,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_boston-massachusetts-usa
c_d5c7142f8b7b,COMSLAB & Totaljoist,W6540,https://www.buildersshow.com/exhibitor/comslab,Please stop by and visit our booth,Product,Concord,Ontario,Canada,Building Materials,s_building-materials,l_concord-ontario-canada
c_b0e752886df4,Constellation HomeBuilder Systems,S7049,https://www.buildersshow.com/exhibitor/constellationhomebuildersystem,"Constellation HomeBuilder Systems empowers the modern homebuilder. For more than 20 years, builders across North America have relied on our ecosystem of solutions to power every stage of the homebuilding lifecycle, from accounting and sales & design to production, purchasing, construction, and warranty.  
Your Modern Homebuilder Journey Starts at IBS in Booth S7049. 
Residential homebuilding is complex. As operations expand, disconnected systems, manual workarounds, and limited visibility can slow teams down and limit decision-making. We help builders modernize their homebuilding operations. With Constellation, you can: 

Manage multi-market operations and complex workflows
Support growing teams as they replace spreadsheets and point solutions
Gain critical insights on homebuilder finance, operations, construction and sales to drive intelligent decision-making
Ensure long-term scalability without disruptive system replacements

Meet with us at Booth S7049 
Learn About Our Ecosystem of Integrated Solutions at IBS: 
Complete ERP Systems: Our integrated systems are at the core of North America's biggest and fastest growing builders. Drive efficiency for your homebuilding business with construction ERP systems (NX, NEWSTAR, BuildTopia) covering everything from land planning and CRM to community close out, supporting the modern homebuyer journey at every phase. 
Land Management: Monitor cash flow, manage large vendor contracts, and easily plan your resource allocation for large plots of land. Our intuitive software helps you plan communities and lots that wow customers, transform your budget with advanced forecasting, empower your field personnel to track every cost, and maximize your business’ profits 
Sales & Design Tools: Streamline and digitize the new home sales and design experience, both online and offline. Our sales, marketing, and design studio software that helps home builders manage every detail of the buying cycle — from leads, marketing campaigns, contract creation, pricing and options, customization, and most importantly, your relationship with your customer. 
Homeowner Portals and Surveys: Boost revenue, satisfaction and referrals with homebuilder surveys and engaging homeowner portals. Modern homebuilders leverage our full-service homeowner & warranty portals, paired with powerful customer insights to reduce costs, inspire loyalty, and win referrals. 
Data, Benchmarks and Analytics: Get unprecedented access to homebuilding data and trends that accelerate business decision-making. Benchmark your data against the broadest, deepest, and most accurate homebuilding industry metrics, with national, state, and regional market data updated every month.Make sure to set aside some time to spend with us at our booth in the South Hall (S7049). We'll be hosting live demos showcasing our latest innovative developments. Our team of industry experts will be available to help your business take the next steps. 
Schedule a 1:1 Conversation or Demo at our booth South Hall (S7049). 
Contact us now? Contact Us - Constellation HomeBuilder Systems",Service,Markham,Ontario,Canada,Business Management & Professional Services,s_business-management-and-professional-services,l_markham-ontario-canada
c_b30aa4d9de2b,Constructem,S11040,https://www.buildersshow.com/exhibitor/constructem,"Constructem – Accurate & Reliable Construction Estimating Services 
A precise and trustworthy construction estimate is the backbone of any successful project. Inaccurate estimates can lead to budget overruns, reduced scope, or compromised quality. At Constructem, we take the guesswork out of construction planning. Our expert team provides reliable, cost-effective, and accurate construction estimating services across the USA, helping you make informed decisions and stay on budget. Don’t leave your project to chance—get a professional estimate in just a few days and ensure your construction success.",Product,New  York,New York,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_new-york-new-york-usa
c_8400e9eea860,Construction Solutions,W4383,https://www.buildersshow.com/exhibitor/constructionsolutions,"Construction Solutions, LLC is a leading building products company specializing in residential and commercial dryer box vent solutions. Thoughtfully designed, and tested to meet the 1-hour or 2-Hour equal F&T fire rating requirement. You can experience complete peace of mind after installing a DBX dryer vent box at home or commercial laundry room. Used by prominent homebuilders and subcontractors in America, our products are innovative to match your evolving dryer needs.",Product,Phoenix,Arizona,USA,Building Materials,s_building-materials,l_phoenix-arizona-usa
c_49e0465a0e35,ConstructionOnline,S4023,https://www.buildersshow.com/exhibitor/udatechnologies,"ConstructionOnline™ delivers industry-leading construction project management software built to streamline operations, increase profitability, and reduce risk. More than 950,000 home builders, general contractors, remodelers, specialty contractors, and construction professionals worldwide trust ConstructionOnline to manage billions of dollars in projects each day. 
ConstructionOnline and CO™ Mobile provide a fully integrated, cloud-based platform that centralizes financials, schedules, communication, and documentation in one secure system. Key features include: 

 OnCost™ Financial ManagementAdvanced estimating & job costing, QuickBooks + QuickBooks Online integration, custom proposals & contracts, change order management, client selections, costbooks & assemblies, Redline™ Takeoff integration, invoicing & payment tracking.
 TrueVision™ Business IntelligenceProfit tracking, WIP reporting, multi-project scheduling, resource management, Company Scorecard™ dashboards, and real-time project health.
 OnPlan™ Scheduling & CalendarsLightning-fast Gantt scheduling, automated task lists with GamePlan™, baselines, automatic predecessors, detailed calendar views, and customizable company + personal calendars.
 Redline™ Takeoff & PlanroomFully integrated digital takeoff, customizable measurement tools, intelligent sheet scanning with UDAi™, and cloud-based markup and plan sharing.

Additional tools include customizable project logs, punch lists with digital signatures, warranty tracking, lead tracking & CRM, insurance tracking, time tracking, RFIs, Submittals, messaging, unlimited cloud file storage, and more. 
Winner of 40+ top product awards, ConstructionOnline is recognized across the industry as the premier solution for teams seeking maximum financial, operational, and organizational ROI.",Service,Auburn,Alabama,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_auburn-alabama-usa
c_759df8982248,Contemporary Closet Concepts,S11135,https://www.buildersshow.com/exhibitor/contemporaryclosetconcepts,Please stop by and visit our booth,Product,Bradenton,Florida,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_bradenton-florida-usa
c_97390499bef9,Continental,W5843,https://www.buildersshow.com/exhibitor/continentalosullivanfilmsinc,"Continental is a global technology company developing sustainable, safe, and efficient solutions for a wide range of industries. Within Continental, the ContiTech group sector delivers innovative material and surface solutions for industrial and construction applications worldwide. The Surface Solutions business unit bundles Continental’s expertise in high-quality films, coated fabrics, and surface materials designed for durability, performance, and design flexibility across multiple end markets.",Product,Winchester,Virginia,USA,Building Materials,s_building-materials,l_winchester-virginia-usa
c_a05228ca9697,Contractor Staffing Source,S1004,https://www.buildersshow.com/exhibitor/contractor staffing source,"Build a Winning Team—Without the Hiring Headache 
Contractor Staffing Source helps builders, remodelers, and trades across the U.S. and Canada hire better people, faster—at a fraction of the cost of traditional recruiting. With more than 4,500 hires and a 92% success rate, we know what it takes to build strong, reliable construction teams. Our clients include some of the best high-end custom builders, production home builders, and specialty contractors in North America, all of whom trust us to fill key roles such as project managers, superintendents, estimators, coordinators, office administrators, and skilled trades. 
Unlike conventional recruiters, we operate on a flat monthly subscription, giving you access to a dedicated four-person recruiting team—an Account Manager, Recruitment Specialist, Pipeline Scanner, and Admin—who work exclusively on your positions. We handle everything from writing compelling job ads and sourcing qualified candidates to screening, assessing, scheduling interviews, and coordinating offers. The result? A consistent flow of qualified candidates and a streamlined process that saves you time, money, and stress. 
At Contractor Staffing Source, we understand construction because it’s all we do. Our methods are proven to deliver quality hires who stay, helping contractors reduce turnover and scale confidently. Stop wasting time sorting through unqualified resumes or overpaying contingency fees—partner with the recruiting company built for contractors. 
If you’re attending the International Builders’ Show in Orlando, stop by Booth S1004 to meet our team, learn how we’ve help contractors build winning teams, and get your personalized hiring strategy for the year ahead.",Service,San Diego,California,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_san-diego-california-usa
c_fbcf94a7a6f3,Contractors Direct,W8171,https://www.buildersshow.com/exhibitor/roynette,Please stop by and visit our booth,Product,Hamden,Connecticut,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_hamden-connecticut-usa
c_0b9424db4eec,Controllr,S4197,https://www.buildersshow.com/exhibitor/controllr,Please stop by and visit our booth,Service,Edina,Minnesota,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_edina-minnesota-usa
c_1b5588d76eb1,Conventus,S6032,https://www.buildersshow.com/exhibitor/conventus,Please stop by and visit our booth,Service,San Francisco,California,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_san-francisco-california-usa
c_c3f73898fe03,Copeland,S11119,https://www.buildersshow.com/exhibitor/copelandelectronicsandcontrols,Please stop by and visit our booth,Product,St. Louis,Missouri,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_st-louis-missouri-usa
c_3604f68ac44f,COPPER MOUNTAIN HARDWARE,S11122,https://www.buildersshow.com/exhibitor/coppermountainhardware,"Copper Mountain Hardware is a Michigan-based purveyor of premium door, cabinet, window, and home hardware—offering timeless elegance blended with durability. Their handcrafted collections include a range of finely detailed items such as gemstone doorknobs, schoolhouse lighting, interior and exterior doorknob sets, cabinet knobs and pulls, pocket door hardware, door knockers, push plates, and more. Each piece is made-to-order and assembled in Michigan, ensuring a high standard of craftsmanship and reliable lead times.",Product,Romulus,Michigan,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_romulus-michigan-usa
c_21c34168b37e,"CopperFit Industries, Inc. / CFI Plumbing Products, Inc.",W5287,https://www.buildersshow.com/exhibitor/copperfitindustriesinc,Please stop by and visit our booth,Product,Pomona,California,USA,Building Materials,s_building-materials,l_pomona-california-usa
c_7ff9488eb54c,Copperweld Bimetallics,S13083,https://www.buildersshow.com/exhibitor/copperweldbimetallics,"The Future of Building Wire is Here 
Copperweld is the world leader in bimetallic wire and cable, specializing in power and grounding conductors for building construction, power grid, utilities, communications, and transportation. For over 110 years, Copperweld’s metallurgical expertise and value-engineering approach have produced bimetallic products that revolutionize industries. Copperweld’s commitment to American-made products lies in sourcing and manufacturing facilities in the heart of the USA, and the culture of excellence and innovation that inspired them over a century ago still drives them today. 
Copperweld® Copper-Clad Aluminum (CCA) Building Wire is engineered to meet the demands of modern residential, multifamily, and commercial construction. Code-compliant and easy to install, it offers value by stabilizing project costs, improving cycle times, reducing theft incentives, and supporting sustainable building practices through lower copper usage and improved energy efficiency. Builders and electrical contractors are turning to Copperweld CCA Building Wire as the smarter, more sustainable path forward in electrical wiring.",Product,Brentwood,Tennessee,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_brentwood-tennessee-usa
c_0f22e25edcf2,Coral Construction Technologies,W2723,https://www.buildersshow.com/exhibitor/coralconstructiontechnologiess,"Coral Construction Technologies represents a revolution in 3D concrete printing and automation in the construction industry. The company utilizes its proprietary 3D Concrete Printing (3DCP) technology, enabling efficient and uncompromising execution of even the most demanding projects - from family homes to complex multi-storey buildings and urban infrastructure. 
3D concrete printing brings freedom of form, high precision, and significant savings in material, time, and labor. At the same time, it contributes to sustainability by minimizing waste and energy consumption. 
Coral is the result of a collaboration between two strong groups - MTX Group, which brings expertise in 3D printing and automation through its subsidiary ICE Industrial Services, and PURPOSIA Group, whose construction division HSF System provides engineering and execution capabilities. 
Coral Construction Technologies integrates advanced technology, research, and timeless design. The result is effective, aesthetically refined, and technically advanced buildings that push the boundaries of architecture and set a new standard for 21st-century construction.",Product,,,Czech Republic,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_nan-czech-republic
c_51cd5040cb15,Cord-Tie,S12162,https://www.buildersshow.com/exhibitor/cordtie,Please stop by and visit our booth,Product,Naperville,Illinois,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_naperville-illinois-usa
c_3d915ab01565,Cormark International,S2185,https://www.buildersshow.com/exhibitor/cormarkinternational,Please stop by and visit our booth,Product,Weaverville ,North Carolina,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_weaverville-north-carolina-usa
c_d545ba82c1fc,Corradi USA,S6185,https://www.buildersshow.com/exhibitor/corradiusa,"Corradi is an innovative outdoor shading manufacturer with a comprehensive line of products that exemplify European design, functionality, and exceptional weather protection. Solutions offered include pergolas, louvered roofs, solar screens, awnings, and shade sails.",Product,Carrolton,Texas,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_carrolton-texas-usa
c_52ddef8ae584,Cover Guard,S11178,https://www.buildersshow.com/exhibitor/coverguarddivofbainbridgeinter,Please stop by and visit our booth,Product,Canton,Massachusetts,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_canton-massachusetts-usa
c_80f80160d27f,Crazy Ape Extreme Equipment,S4169,https://www.buildersshow.com/exhibitor/crazyapeextremeequipment,"Crazy Ape is a Canada-based manufacturer specializing in premium trampolines and related equipment for both personal and commercial use. With a rich legacy dating back to the late 1970s, we have built a reputation for delivering innovative, custom-made trampoline solutions for families, trampoline parks, and professional athletes worldwide. 
Each trampoline is meticulously crafted to meet the unique needs of our clients. We offer a wide range of materials, colors, shapes, sizes, and configurations, ensuring a perfect fit for every family and facility. Built with the highest-quality materials, our trampolines are designed to withstand even the harshest Canadian winters, ensuring year-round enjoyment. 
Beyond trampolines, Crazy Ape also manufactures commercial-grade ninja warrior courses, trampoline park equipment, gymnastics padding, and crash pads for rock climbing gyms across North America. All design and fabrication take place at our facility in Regina, Saskatchewan, where we pride ourselves on delivering top-tier, made-in-Canada craftsmanship.",Product,Regina,Saskatchewan,Canada,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_regina-saskatchewan-canada
c_17a43ae89a5d,Create Flooring by Muchsee,S7203,https://www.buildersshow.com/exhibitor/createflooringbymuchsee,Please stop by and visit our booth,Product,Calhoun,Georgia,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_calhoun-georgia-usa
c_74c9516f5ea0,CrewCam,S6034,https://www.buildersshow.com/exhibitor/crewcam,Please stop by and visit our booth,Service,Salt Lake City,Utah,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_salt-lake-city-utah-usa
c_9fe2a5617721,Crossborder Sourcleink Corporation,S10181,https://www.buildersshow.com/exhibitor/suretorqinc,Please stop by and visit our booth,Product,Eau Claire,United States Of America,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_eau-claire-united-states-of-america-usa
c_0b34bd8aea1a,CTM (formerly CallTrackingMetrics),S5031,https://www.buildersshow.com/exhibitor/calltrackingmetrics,"CallTrackingMetrics (CTM) is a global conversation analytics leader, trusted by over 100,000 users worldwide, including top brands like The Washington Post, Morgan and Morgan, Terminix, and ServiceMaster. The platform empowers businesses to track and attribute online and offline leads, facilitating data-driven decision-making and bolstering ROI. 
With seamless integrations with industry titans such as Google Ads, HubSpot, Salesforce, and Facebook, CTM consistently earns acclaim from software authorities like Gartner, Software Reviews, and G2. Renowned for its growth and innovation, CTM equips marketers with AI-powered tools—including features like AskAI and VoiceAI—to deliver smarter insights, streamline lead management, and elevate customer engagement.",Service,Millersville,Maryland,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_millersville-maryland-usa
c_f30d22318978,Cuckoo America,S14156,https://www.buildersshow.com/exhibitor/cuckooamerica,Please stop by and visit our booth,Product,Cerritos,California,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_cerritos-california-usa
c_a553b469f416,Cuhadaroglu Metal San. Ve Paz. A.S,W3671,https://www.buildersshow.com/exhibitor/cuhadaroglumetalsanvepazas,"Cuhadaroglu is a leading aluminium extrusion and aluminium system house company, which was founded in 1954. With its experience of 68 years, Cuhadaroglu has an integrated facility with casting line, extrusion lines, extrusion die shop, surface treatment facility, mechanical processes and assembly lines in 90.000 m2 production area in Istanbul. 
The first and unique R&D and Design Center, consists of engineers and architects who are experts in their fields and have a command of every stage of the design, test and application processes, had enabled many innovations to be implemented and still continue to develop new systems and products. 
Cuhadaroglu company supplies aluminium architectural systems such as doors & windows, facade and sliding systems under the brand interal and also aluminium industrial profiles to many European countries for various industries such as building & construction, automotive, hydraulic cylinders, hydraulic pumps & gears, pneumatic cylinders, Truck & Trailer bodies, navigation, aviation, transportation, machinery & equipment, electric- electronic, heating and ventilation, consumer - durable goods, domestic & office appliances, furniture, etc. 
Cuhadaroglu Alüminyum Sanayi, as a group company affiliated to Cuhadaroglu Group, which is one of the leading companies in the Turkish Aluminum sector; providing also turnkey facade contracting services from project process to on-site installations. Cuhadaroglu Alüminyum Sanayi has accomplished a considerable number of prestigious projects in Turkey and abroad, from high-rise to mixed-use buildings and has become the university of the industry with the principles of trust and honesty. 
Cuhadaroglu Group Companies constructed new brands strategy under ""communication oriented"" with a brand family consisting of interal, interax, interwall, intersecure and interdigi; which will act with development, innovation and branding in CONSTRUCTION business.",Product,"Istanbul, Istanbul",,Turkey,Building Materials,s_building-materials,l_istanbul-istanbul-turkey
c_23e4d1789fc4,CUPACLAD,W5966,https://www.buildersshow.com/exhibitor/cupaclad,"CUPACLAD is a natural slate rainscreen cladding system which offers a range of cladding solutions, from traditional to contemporary, offering architects and specifiers a wide choice, suiting any individual design. 
The use of high durability tectonic slate, innovative fastening, and the efficiency of the rainscreen cladding make CUPACLAD an extremely competitive and sustainable alternative for cladding any facade. 
The systems have been designed to meet the requirements of the new architectural trends, which demand more sustainable and energy-efficient buildings.",Product,Savannah,Georgia,USA,Building Materials,s_building-materials,l_savannah-georgia-usa
c_731b782f7eb4,Custom Home Accessories,W8089,https://www.buildersshow.com/exhibitor/customhomeaccessories,Please stop by and visit our booth,Product,Rancho Cordova,California,USA,Building Materials,s_building-materials,l_rancho-cordova-california-usa
c_01c410590362,Custom Panels LLC,W6388,https://www.buildersshow.com/exhibitor/custompanelsllc,"Custom Panels has a long history of making oversized  and cut-to- size  panels made from stable Western Douglas Fir plywood.    We also have the ability to laminate paper overlays to mask the grain for painting, along with cold pressing thicker laminates.      Custom edge and face grooving are also in our bag of tricks!    For example, we can  T&G  for edges of a plywood panels, while also custom grooving  (think T-111 plywood siding)   
  
Some of the products we make: 
Stair Stringers   
Exterior Trim 
Pontoon Boat Decks 
Bus and Trailer Decks and Sides 
Arena Panels 
Oversized  1 pc  Wall panels  
Mezzanine Decks  
  
Please discuss with us your possible proprietary needs.    Dreams can come true! 
See you at the show!",Product,Tacoma,Washington State,USA,Building Materials,s_building-materials,l_tacoma-washington-state-usa
c_0a9a204216b8,CUTCO Closing Gifts,S24111,https://www.buildersshow.com/exhibitor/cutcoclosinggifts,Please stop by and visit our booth,Service,Olean,New York,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_olean-new-york-usa
c_3a5fcdbdc316,CUTCO Gifting,S2174,https://www.buildersshow.com/exhibitor/cutcoclosinggifts,Please stop by and visit our booth,Service,Olean,New York,USA,Business Management & Professional Services,s_business-management-and-professional-services,l_olean-new-york-usa
c_fc03b1170c53,"Daiwa by U.S. Jaclean, Inc.",S12103,https://www.buildersshow.com/exhibitor/daiwabyusjacleaninc,"U.S. Jaclean, Inc. is one of the leading health and wellness massage chairs distributors in the United States since 1982.  Our mission: To improve the health and wellness of Americans through quality products that can be used from the comfort of home.",Product,Gardena,California,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_gardena-california-usa
c_9d587e027950,Dakeryn Industries Ltd. ,W6257,https://www.buildersshow.com/exhibitor/dakerynindustriesltd,Please stop by and visit our booth,Product,North Vancouver,British Columbia,Canada,Building Materials,s_building-materials,l_north-vancouver-british-columbia-canada
c_4c9a8e7cd6bf,"Dalian Beston Industries Co., Ltd.",W9135,https://www.buildersshow.com/exhibitor/None,"We are a professional manufacturer established in 1995, specializing in all kinds of electrical products.Our main products are: strut channel/emt elbow/emt fittings/ground rod/spring steel fittings.",Product,"Dalian, Liaoning",,China,Building Materials,s_building-materials,l_dalian-liaoning-china
c_f8a1a9068879,Danner,S14178,https://www.buildersshow.com/exhibitor/danner,Please stop by and visit our booth,Product,Portland,Oregon,USA,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_portland-oregon-usa
c_4e6b38db16d2,Danver Outdoor Kitchens,S24015,https://www.buildersshow.com/exhibitor/danveroutdoorkitchens,Please stop by and visit our booth,Product,Wallingford,Connecticut,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_wallingford-connecticut-usa
c_4873fa791410,dassoXTR,S6141,https://www.buildersshow.com/exhibitor/dassoxtr,Please stop by and visit our booth,Product,Atlanta,Georgia,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_atlanta-georgia-usa
c_03982fda917a,Deako,S8071,https://www.buildersshow.com/exhibitor/deako,"Deako delivers whole-home smart lighting control that builders can actually scale. It's made for builders of every size and build type—from spec homes to semi-custom and fully custom builds. The system installs like a standard switch, with no rewiring, no re-training the crew, and no impact to build schedules, while giving buyers the smart lighting features they increasingly expect. 
Builders choose Deako to elevate the buyer experience, differentiate their homes, and create new upgrade opportunities without adding operational complexity. With clean, design-forward switches and future-ready modularity, Deako makes it easy to offer smart lighting today—and effortless for homeowners to upgrade tomorrow. 
If you’re looking for a smarter, more scalable way to bring modern smart lighting control into your homes, Deako is worth a conversation.",Product,Seattle,Washington State,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_seattle-washington-state-usa
c_9529524e9b4a,"Decision (Ningbo) Sanitary Co., Ltd.",W6577,https://www.buildersshow.com/exhibitor/decisionningbosanitarycoltd,"Moonsignal mfgs. Association unites moon signal (Taiwan, Est. 1979) and decision (Ningbo, Est. 2012) as a specialist maker of faucets and brass plumbing parts. We offer oem/odm for kitchen and bathroom faucets, showers, valves, and fittings. combining Taiwan engineering with China cost efficiency to deliver reliable quality, flexible customization, and on-time global supply.",Product,"Ningbo, Zhejiang",,China,Building Materials,s_building-materials,l_ningbo-zhejiang-china
c_2851ba62fea3,Deckorators,W2573,https://www.buildersshow.com/exhibitor/deckorators,"Deckorators® takes the enjoyment of personalizing a deck to a whole new level. Our exclusive Surestone™ Technology and design-led ingenuity provide enduring value you can see, feel, and trust with our industry-leading warranties. With a commitment to guide design innovation, Deckorators® brings more than just materials - we deliver an experience. Discover the newest on-trend and cutting-edge products that are sure to push the limits of outdoor living possibilities.",Product,Grand Rapids,Michigan,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_grand-rapids-michigan-usa
c_e47fe6aa89b6,Decks and Docks,S1147,https://www.buildersshow.com/exhibitor/decksanddocks,Please stop by and visit our booth,Product,Clearwater,Florida,USA,"Outdoor Living, Leisure, & Modular Structures",s_outdoor-living-leisure-and-modular-structures,l_clearwater-florida-usa
c_72e2decdf869,DECOPLAS KOMPOZIT SAN. VE TIC. A.S.,S5185,https://www.buildersshow.com/exhibitor/decoplaskompozitsanveticas,Please stop by and visit our booth,Product,,,Turkey,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_nan-turkey
c_3fd0a6a743d5,"Decorative Ceiling Tiles, Inc.",S9109,https://www.buildersshow.com/exhibitor/decorativeceilingtilesinc,"Decorative Ceiling Tiles, Inc. 
Decorative Ceiling Tiles, Inc. is a leading supplier of innovative ceiling and wall décor solutions for residential and commercial projects. From classic tin tiles and modern 3D wall panels to faux wood beams, backlit walls, and architectural moldings, our extensive product line helps designers, builders, and homeowners create spaces that stand out. 
Explore Our Product Lines: 
✅ Tin Ceiling Tiles– classic and durable, perfect for historic restoration and upscale design 
✅ Faux Wood Beams– lightweight, realistic, and easy to install 
✅ 3D Wall Panels– modern designs to create feature walls with impact 
✅ Backlit Walls & Illuminated Panels– dramatic lighting solutions for hospitality and retail 
✅ Foam Crown Molding– elegant, lightweight, and in stock for pickup in Florida 
✅ Backsplashes– easy-to-install designs for kitchens and bathrooms 
✅ Metal Laminates– versatile surfaces for walls, furniture, and displays 
✅ Door Skins– instantly upgrade plain doors with decorative overlays 
Why Choose Us: 
Thousands of styles in stock for fast shipping 
Affordable pricing with exceptional customer service 
Custom fabrication available for unique design visions 
Trusted by architects, contractors, designers, and DIY customers nationwide",Product,Margate,Florida,USA,Interior Finishings & Home Living,s_interior-finishings-and-home-living,l_margate-florida-usa
c_deb1f1766bbb,Decorator Hardware Services/Jastener Int,W5446,https://www.buildersshow.com/exhibitor/decoratorhardwareservices,Please stop by and visit our booth,Product,Murrieta,California,USA,Building Materials,s_building-materials,l_murrieta-california-usa
c_2ac53e8cccf9,DEFE Flood Barriers,W7563,https://www.buildersshow.com/exhibitor/ishkaimportandexportlimitedtad,"DEFE Flood Barriers is an Irish company based in Wicklow, dedicated to providing heavy-duty, compact, and durable flood protection solutions since 2018. Our barriers are specifically engineered to prevent water and flood damage for a wide range of premises, including residential doors and windows, underground entrances, car parks, schools, and public service amenities. 
We specialize in customized, made-to-measure flood barriers, tailored to the unique needs of homes, businesses, and communities in flood-risk areas. Our products are rigorously tested to comply with the PAS 1188 standard, ensuring safety, durability, and affordability for our clients. 
With flooding becoming an increasing concern in around world, DEFE Flood Barriers offers a reliable and cost-effective solution to protect properties. We take pride in delivering high-quality products directly to our customers, helping them live safely near water without fear of flood damage.",Product,"Rathnew, Wicklow",,Ireland,"Construction Tools, Systems, Equipment, & Safety",s_construction-tools-systems-equipment-and-safety,l_rathnew-wicklow-ireland
